Step,Completed?,Item/Objective,Category,Location,Notes
226,FALSE,Artist's Shack,SoG/Location,West Limgrave,"From Murkwater Coast SoG, climb on top of the ruin buildings and to the other side of the canyon, then continue East"
227,FALSE,Homing Instinct Painting,Painting,West Limgrave,In Artists Shack
228,FALSE,Finger Reader Crone,NPC,West Limgrave,"Return to Stormhill Shack SoG, then follow road leading North/Northwest and continue between the large pillars. You will come across a broken bridge with a Finger Reader Crone. Exhaust dialogue for lore by choosing ""Show Hands"" option"
229,FALSE,Nomadic Warrior's Cookbook 7,Cookbook,West Limgrave,"Continue to end of bridge near Finger Reader Crone, located North/Northwest from Stormhill Shack SoG along the road and through the giant stone pillars"
230,FALSE,Ash of War: Storm Wall,Ash of War,West Limgrave,Drop to cliff from the broken end of the bridge where you found the Nomadic Warrior's Cookbook 7 and kill the scarab
231,FALSE,Fringefolk Hero's Grave,SoG/Location,Stranded Graveyard,Warp back to Stranded Graveyard and use two stonesword keys to unlock
232,FALSE,Erdtree's Favor,Talisman,Fringefolk Hero's Grave,"Continue through the area and past the chariot, until you reach a narrow bridge. Drop directly to the left or right of that bridge, then progress past the fire pillar until you find another bridge, at the end of it you will find this item"
233,FALSE,Erdtree Greatbow,Greatbow,Fringefolk Hero's Grave,"Received by destroying the chariot with the giant hanging pots. To reach this area, from the two scion enemies near the Erdtree's Favor talisman, head back to the entryway you came from but drop down near the end of the bridge, and again into the water. Use lift to go up to a platform where you can fight an enemy and then shoot at the three hanging pots. Wait for the chariot to be underneath to destroy it. YOU HAVE TO HIT THE ROPE, NOT THE POT"
234,FALSE,Stonesword Key,Key Item,Fringefolk Hero's Grave,Found on the ledge where you can shoot the hanging pots to destroy the chariot
235,FALSE,Dragon Communion Seal,Seal,Fringefolk Hero's Grave,"Return to beginning of area or drop down from ledge if you destroyed the chariot, then continue down. When you can go up to the right, do so. Continue up and defeat the lone enemy in the room"
236,FALSE,Ulcerated Tree Spirit,Boss,Fringefolk Hero's Grave,Continue back down the area. Drops Golden Seed and the Banished Knight Oleg Ashes
237,FALSE,Golden Seed,Flask,Fringefolk Hero's Grave,Dropped by Ulcerated Tree Spirit in Fringefolk Hero's Grave
238,FALSE,Banished Knight Oleg Ashes,Spirit Ashes,Fringefolk Hero's Grave,Dropped by Ulcerated Tree Spirit in Fringefolk Hero's Grave
239,FALSE,Ash of War: Wild Strikes,Ash of War,West Limgrave,Return to Stormhill Shack SoG and head along the road toward the castle. Kill the scarab
240,FALSE,Castleward Tunnel,SoG/Location,West Limgrave,"Continue along the road from Stormhill Shack SoG, past the enemies and into the tunnel leading to the castle"
241,FALSE,Sorceror Rogier,Summon,West Limgrave,"Summon sign found just before a gate leading to the Margit, the Fell Omen boss fight"
242,FALSE,"Margit, the Fell Omen",Boss,West Limgrave,Drops the Talisman Pouch. You can summon Rogier for this fight if you'd like
243,FALSE,Talisman Pouch,Key Item,West Limgrave,Received by defeating Margit
244,FALSE,"Margit, the Fell Omen (Grace)",SoG/Location,West Limgrave,SoG after beating Margit
245,FALSE,Melina,NPC,West Limgrave,"Speak to Melina at the Margit SoG and she will offer to take you to the Roundtable Hold. Note, if you lose to Margit and rest at Casteward SoG, she will also take you to Roundtable Hold"
246,FALSE,Roundtable Hold,SoG/Location,Roundtable Hold,"Once here, speak to all NPCs"
247,FALSE,Corhyn,NPC,Roundtable Hold,"Exhaust dialogue and select ""I See It"", sells Incantations. DO NOT GIVE PRAYER BOOKS"
248,FALSE,Prayer,Gesture,Roundtable Hold,Received by Corhyn
249,FALSE,Flame Sling,Incantation,Roundtable Hold,Sold by Corhyn. NOTE: This was called Feast Upon Flame in the network test and had been renamed to Flame Sling upon release of the game
250,FALSE,Urgent Heal,Incantation,Roundtable Hold,Sold by Corhyn
251,FALSE,Heal,Incantation,Roundtable Hold,Sold by Corhyn
252,FALSE,Cure Poison,Incantation,Roundtable Hold,Sold by Corhyn
253,FALSE,Magic Fortification,Incantation,Roundtable Hold,Sold by Corhyn
254,FALSE,Flame Fortification,Incantation,Roundtable Hold,Sold by Corhyn
255,FALSE,Rejection,Incantation,Roundtable Hold,Sold by Corhyn
256,FALSE,Catch Flame,Incantation,Roundtable Hold,Sold by Corhyn
257,FALSE,Diallos,NPC,Roundtable Hold,Exhaust Dialogue
258,FALSE,Gideon Offnir,NPC,Roundtable Hold,Exhaust Dialogue
259,FALSE,Hewg,NPC,Roundtable Hold,"Exhaust Dialogue, Does weapon enhancement"
260,FALSE,Fia,NPC,Roundtable Hold,Exhaust Dialogue and choose "Let Her Hold You" option
261,FALSE,Ensha,NPC,Roundtable Hold,Speak to him to get the What do you want? gesture
262,FALSE,What Do You Want?,Gesture,Roundtable Hold,Speak to Ensha to receive this
263,FALSE,Twin Maiden Husks,NPC,Roundtable Hold,"Sells various things, and you can turn in your bell bearings here to increase their wares"
264,FALSE,Memory Stone,Key Item,Roundtable Hold,Sold by Twin Maiden Husks
265,FALSE,Stonesword Key,Key Item,Roundtable Hold,Sold by Twin Maiden Husks. Three are sold
266,FALSE,Knight Set,Armor Set,Roundtable Hold,Sold by Twin Maiden Husks
267,FALSE,Heater Shield,Medium Shield,Roundtable Hold,Sold by Twin Maiden Husks
268,FALSE,Battle Axe,Axe,Roundtable Hold,Sold by Twin Maiden Husks
269,FALSE,Dagger,Dagger,Roundtable Hold,Sold by Twin Maiden Husks
270,FALSE,Finger Seal,Seal,Roundtable Hold,Sold by Twin Maiden Husks
271,FALSE,Longbow,Bow,Roundtable Hold,Sold by Twin Maiden Husks
272,FALSE,Longsword,Straight Sword,Roundtable Hold,Sold by Twin Maiden Husks
273,FALSE,Mace,Hammer,Roundtable Hold,Sold by Twin Maiden Husks
274,FALSE,Rapier,Thrusting Sword,Roundtable Hold,Sold by Twin Maiden Husks
275,FALSE,Scimitar,Curved Sword,Roundtable Hold,Sold by Twin Maiden Husks
276,FALSE,Short Spear,Spear,Roundtable Hold,Sold by Twin Maiden Husks
277,FALSE,White Cipher Ring,Online,Roundtable Hold,Sold by Twin Maiden Husks
278,FALSE,Blue Cipher Ring,Online,Roundtable Hold,Sold by Twin Maiden Husks
279,FALSE,Host's Trick-Mirror,Talisman,Roundtable Hold,Sold by Twin Maiden Husks
280,FALSE,Furled Finger's Trick Mirror,Talisman,Roundtable Hold,Sold by Twin Maiden Husks
281,FALSE,Mad Tongue Alberich,Invader,Roundtable Hold,"Drop down balcony. Will drop the Taunter's Tongue. Note, let him complete the bow to get the Reverential Bow gesture"
282,FALSE,Taunter's Tongue,Online,Roundtable Hold,Dropped by Mad Tongue Alberich in the Roundtable Hold
283,FALSE,Reverential Bow,Gesture,Roundtable Hold,Received after letting Mad Tongue Alberich complete his bow
284,FALSE,Cipher Pata,Fist,Roundtable Hold,Lower area of Roundtable Hold
285,FALSE,Crepus's Black-Key Crossbow,Crossbow,Roundtable Hold,Use two Stonesword Keys down past the blacksmith
286,FALSE,Stormveil Castle,Checkpoint,Stormveil Castle,"Warp to the Margit, the Fell Omen SoG. Contains Smithing Stone 1, 2, 3, Somber Smithing Stone 1, 2"
287,FALSE,Stormveil Main Gate,SoG/Location,Stormveil Castle,"From the Margit, the Fell Omen SoG, head up the path leading to the castle. This will be outside the main gate"
288,FALSE,Gostoc,NPC,Stormveil Castle,"Go through entryway to the left of the main gate, and speak to Gostoc. Do not have him open the gate, take the shortcut. ONCE YOU OPEN THE MAIN GATE, come back to Gostoc before killing Godrick, and he will be a merchant"
289,FALSE,Stormveil Cliffside,SoG/Location,Stormveil Castle,Continue through the hole in the wall near Gostoc and follow along the cliff past the bird enemies
290,FALSE,Marred Leather shield,Medium Shield,Stormveil Castle,"Found as you go up the stairs, on a corpse"
291,FALSE,Hookclaws,Claw,Stormveil Castle,Found in the cellar after reaching the top of the stairs from Stormveil Cliffside SoG
292,FALSE,Curved Sword Talisman,Talisman,Stormveil Castle,Continue up the stairs and rafters and enter the dark room with banished knight
293,FALSE,Rusty Key,Key Item,Stormveil Castle,Continue up the stairs and rafters and enter the dark room with banished knight
294,FALSE,Brick Hammer,Great Hammer,Stormveil Castle,"Once you receive the Rusty Key, exit the room and drop down the platform on the right. Unlock the door and head up the ladder. Turn right at the top and jump up to the platform on the right. Follow scaffolding past enemies and into a circular room. Found on corpse"
295,FALSE,Rampart Tower,SoG/Location,Stormveil Castle,"Follow stairs up past second banished knight, slight right into room with the doorway, go through the doorway to find the SoG"
296,FALSE,Stonesword Key,Key Item,Stormveil Castle,"Follow path up stairs from Rampart Tower SoG. Head outside to the rooftops. Look for broken towar and jump across to it, jump in broken tower, drop down to find Stonesword Key"
297,FALSE,Dozing Cross-Legged,Gesture,Stormveil Castle,"Near Bladded Talon Eagle enemy on rooftops. Leave from Rampart Tower SoG, turn right, jump to rooftop. OR, drop down from where you found the Stonesword Key"
298,FALSE,Claw Talisman,Talisman,Stormveil Castle,"From the rooftop where you found the Dozing Cross-Legged gesture, look for a lower section with a broken pillar leading up, follow around to area with enemis, climb up ladder"
299,FALSE,Hawk Crest Wooden Shield,Medium Shield,Stormveil Castle,"Return to broken pillar and jump down near the tree, you can see a fog gate down below. Use Stonesword Key to open the room"
300,FALSE,Misericorde,Dagger,Stormveil Castle,"Return to broken pillar and jump down near the tree, you can see a fog gate down below. Use Stonesword Key to open the room"
301,FALSE,Iron Whetblade,Key Item,Stormveil Castle,"Return to broken pillar and jump down near the tree, you can see a fog gate down below. Use Stonesword Key to open the room"
302,FALSE,Nomadic Warrior's Cookbook 10,Cookbook,Stormveil Castle,"Return to the Rampart Tower SoG and head out the doorway to the North, then immediately turn to your right. Jump across to the rooftops to the East. Continue East along the left side of the tower and drop down where you will see a Banished Knight and another enemy facing away from you. Continue past them across the plank bridge and up the rubble onto the platform. On a corpse"
303,FALSE,Arbalest,Crossbow,Stormveil Castle,"From the Nomadic Warrior's Cookbook 10, head East and drop down to the left of the rampart (through some crates and barrels). You will see a broken wall to your right, jump down there. Look East, then jump over the edge of the wall. Head South along the left wall, passing the enemies until you are at a castle section you can jump to, with an enemy at a ballista. Just past him on that same platform you will find this on a corpse."
304,FALSE,Gateside Chamber,SoG/Location,Stormveil Castle,Jump down from where you found the Arbalest and continue down the path South through the gate. Follow the path past all of the enemies until you see a doorway to the right of the main gate. Go through the doorway to find the SoG
305,FALSE,Gostoc,NPC,Stormveil Castle,"From Gateside Chamber, head through Main Gate"
306,FALSE,Bandit Set,Armor Set,Stormveil Castle,Sold by Gostoc. The Bandit Mask is found earlier in the guide. The Manchette's and the Boots are both part of the Raptor's Set as well
307,FALSE,Buckler,Small Shield,Stormveil Castle,Sold by Gostoc
308,FALSE,Caestus,Fist,Stormveil Castle,Sold by Gostoc
309,FALSE,Marred Wooden Shield,Medium Shield,Stormveil Castle,"Warp to Rampart Tower. Kill Warhawks outside, then drop down from West tower/rampart onto ledges. and to broken tower"
310,FALSE,Ash of War: Storm Assault,Ash of War,Stormveil Castle,Continue from the West tower/rampart you dropped to for the Marred Wooden Shield and down to a grass covered rock area. This will break. Kill the scarab once you are at the bottom
311,FALSE,Aspects of the Crucible: Horns,Incantation,Stormveil Castle,"Kill the Crucible Knight. You can cheese this fight by leading him to the lift back to Rampart Tower SoG, and sending him up in it while you wait at the bottom, or waiting on the other side of the gap after the lift goes up"
312,FALSE,Sorcerer Rogier,NPC,Stormveil Castle,"Go to Rampart Tower, then follow path with warhawks to the rooftops on the right, then go down the ladder with a banished knight at the bottom. Go to the left from the ladder and exhaust dialogue. Tell him you are here to Kill Godrick"
313,FALSE,Mimic's Veil,Key Item,Stormveil Castle,"Leave the church where you found Rogier and head back toward the ladder. Continue into the next building, go through three doorways and into the room with the banished knight. Found inside the chest"
314,FALSE,Stonesword Key,Key Item,Stormveil Castle,"Jump on sacks outside banished knight/chest room and proceed to a ladder. Drop down to enemy on platform, go in room and find on corpse, near chest"
315,FALSE,Grafted Scion,Boss,Stormveil Castle,Cheese this boss from the room
316,FALSE,Highland Axe,Axe,Stormveil Castle,Found in Kitchen with Grafted Scion
317,FALSE,Chrysalid's Memento,Quest Item,Stormveil Castle,Head to the Southwest corner of the room where you fought the Grafted Scion. On top of pile of corpses. Can be given to Roderika
318,FALSE,Godslayer's Seal,Seal,Stormveil Castle,"From the room with the Grafted Scion, head to the Northwest through a door into another room, then out to the courtyard. Turn left to go down stairs to room with rats, then use Stonesword key"
319,FALSE,Godskin Prayerbook,Prayerbook,Stormveil Castle,"From the room with the Grafted Scion, head to the Northeast through a door into another room, then out to the courtyard. Turn left to go down stairs to room with rats, then use Stonesword key. DO NOT GIVE TO CHORYN"
320,FALSE,Pike,Spear,Stormveil Castle,Return to the courtyard. Found on a corpse in the courtyard
321,FALSE,Wooden Greatshield,Greatshield,Stormveil Castle,Found on a balcony in the courtyard
322,FALSE,Prophecy Painting,Painting,Stormveil Castle,Room to the left of the Omen enemy
323,FALSE,Liftside Chamber,SoG/Location,Stormveil Castle,Go past the Omen enemy in the courtyard to find
324,FALSE,Roderika,NPC,West Limgrave,Return to Stormhill Shack SoG to give Roderika the Chrysalid's Memento. Doing this will send her to the Roundtable Hold and you can upgrade your Spirit Ashes
325,FALSE,Ash of War: Stormcaller,Ash of War,Stormveil Castle,Warp back to Liftside Chamber SoG and use the lift. Follow the path to find a scarab that drops the ash
326,FALSE,Cracked Pot,Consumable,Stormveil Castle,"In the area with the Warrior Jar Enemies, look for these laying on the ground near the large Warrior Jar. Two can be found here"
327,FALSE,Manor Towershield,Greatshield,Stormveil Castle,"In the area with the Warrior Jar enemies, walk along scaffolding, jump to ledge, go into the room and back out to more scaffolding. Go to the room and you'll find a bunch of enemies, shield is under the stairs in this room"
328,FALSE,Shortcut,Secret,Stormveil Castle,"From the room with the enemies and Manor Towershield, head outside where you'll see writing on the ground from Rogier. Look for rock ledges leading down to a door and go through, then turn left and head to the door to open it, this leads back to the Liftside Chamber SoG"
329,FALSE,Rancorcall,Sorcery,Stormveil Castle,"From the Liftside Chamber SoG, make your way back through the shortcut door and down along the rafters and beams. Once to the bottom, this will be near the giant rat in the ruined building area"
