Step,Completed?,Item/Objective,Category,Location,Notes
692,FALSE,Ancient Dragon Knight's Cookbook 2,Cookbook,Scorpion River Catacombs,Turn left and head up the stairs. Drop down to the bridge below on the left and head into the next tunnel. Continue through the tunnel and up the stairs. Continue across the room and find this in a chest
693,FALSE,Great Ghost Glovewort,Upgrade Mat,Scorpion River Catacombs,Head through the tunnel in the Southwest of this room. Drop down and take the Ladder to the left. Find this against the wall on the left
694,FALSE,Death Knight,Boss,Scorpion River Catacombs,"Go back up the ladder. Head Southwest and take a left, then head into the tunnel to the Southeast. Continue up the stairs and into the next tunnel. Take the first right and head down the lift to find this boss gate. Drops the Death Knight's Longshaft Axe and the Cerulean Amber Medallion +3"
695,FALSE,Death Knight's Longshaft Axe,Greataxe,Scorpion River Catacombs,Dropped by the Death Knight boss in the Scorpion River Catacombs
696,FALSE,Cerulean Amber Medallion +3,Talisman,Scorpion River Catacombs,Dropped by the Death Knight boss in the Scorpion River Catacombs
697,FALSE,Greater Potentate's Cookbook 8,Cookbook,Rauh Base,Leave the Scorpion River Catacombs and head North. Look for a slight incline leading to a giant pile of dirt. Will be at the top 
698,FALSE,Larval Tear,Key Item,Rauh Base,Head Northeast at night and look for ghostly gravestones in the grass.This will be in the center
699,FALSE,Rugalea the Great Red Bear,Boss,Rauh Base,Continue North from the Larval Tear and you will find this boss roaming the area. Drops the Roar of Rugalea
700,FALSE,Roar of Rugalia,Incantation,Rauh Base,Dropped by Rugalea the Great Red Bear in the Northern section of Rauh Base
701,FALSE,Leather (Gloried) Set,Armor Set,Rauh Base,Jump up to the "plateau" looking section near the Rugalea boss area and look for this on a corpse
702,FALSE,Ancient Ruins of Rauh,Checkpoint,Ancient Ruins of Rauh,Return to the West Rampart SoG in the Shadow Keep
703,FALSE,"Salza, Fire Knight Sage",Enemy,Ancient Ruins of Rauh,Cross the long bridge to the West. Found just before entering the tower. Drops the Salza's Hood and Rain of Fire
704,FALSE,Salza's Hood,Helmet,Ancient Ruins of Rauh,"Dropped by Salza, Fire Knight Sage at the end of the bridge leading to the Ancient Ruins of Rauh"
705,FALSE,Rain of Fire,Incantation,Ancient Ruins of Rauh,"Dropped by Salza, Fire Knight Sage at the end of the bridge leading to the Ancient Ruins of Rauh"
706,FALSE,Viaduct Minor Tower,SoG/Location,Ancient Ruins of Rauh,Take the doorway on the right and use the lift at the top of the stairs
707,FALSE,Hippopotamus,Enemy,Ancient Ruins of Rauh,"Continue Southeast once outside. You will find a large square hole with a lever. Pull it to activate a lift and take it down. At the bottom, continue Northwest and then turn right. Look for a small hole to the Southwest that is square shaped and ride through it. Continue Southeast and down the ruined stairs. Kill it for a Scadutree Fragment"
708,FALSE,Scadutree Fragment,Key Item,Ancient Ruins of Rauh,Dropped by the first Hippopotamus enemy in the Ancient Ruins of Rauh
709,FALSE,Pot-Wielding Shadow Enemy,Enemy,Ancient Ruins of Rauh,Return to the Viaduct Minor Tower. Continue outside and head West. Continue along the path and it will slope down to another structure. Head down the stairs. Kill it to get a Revered Spirit Ash
710,FALSE,Revered Spirit Ashes,Key Item,Ancient Ruins of Rauh,Dropped by the pot wielding shadow enemy when you first enter the structure to the Southwest
711,FALSE,Large Painting Illusory Wall,Secret,Ancient Ruins of Rauh,"Head to the back of this room, and then take the hallway leading Northeast. Continue through the large door. Continue across the room to the other side and attack the large painting to discover this illusory wall"
712,FALSE,Antiquity Scholar's Cookbook 2,Cookbook,Ancient Ruins of Rauh,Continue through the illusory wall to find this at the base of the statue
713,FALSE,Bondstone,Utility Item,Ancient Ruins of Rauh,Continue through the illusory wall to find this at the base of the statue
714,FALSE,Pot-Wielding Shadow Enemy,Enemy,Ancient Ruins of Rauh,Return to the previous room and turn right. Continue down the next stairs. Head through the small square hole to the Southeast. Continue to the end of this room and turn right. Then turn right again before heading out the three large openings. Kill this for a Scadutree Fragment  
715,FALSE,Scadutree Fragment,Key Item,Ancient Ruins of Rauh,Dropped by the pot wielding shadow enemy further into the Ancient Ruins of Rauh
716,FALSE,Spider Scorpion Ashes,Spirit Ashes,Ancient Ruins of Rauh,Continue to the Northeast side of the room and down the center hallway. Turn left and follow this to the next large room. You will find this in the center of the room 
717,FALSE,Fine Crucible Feather Talisman,Talisman,Ancient Ruins of Rauh,"Head back to the large room with the three large openings, and head to the Northwest side looking for a square hole to run through. In the next room, go through the large door on the left. Follow the hallways to another large room. Use torrent to jump down the square hole and then head Northwest. Turn right and go up the ramp, and then the tree branches to find this"
718,FALSE,"Rauh Ancient Ruins, East",SoG/Location,Ancient Ruins of Rauh,Jump back down and head Southwest. Continue under an archway and turn left. Continue under another two archways and you will be outside. Head Southeast  and you will find this
719,FALSE,Scadutree Fragment,Key Item,Ancient Ruins of Rauh,"Found near the Rauh Ancient Ruins, East SoG"
720,FALSE,Ancient Ruins Cross Message,Key Item,Ancient Ruins of Rauh,"Found near the Rauh Ancient Ruins, East SoG"
721,FALSE,Miquella's Cross,Cross,Ancient Ruins of Rauh,"Found near the Rauh Ancient Ruins, East SoG"
722,FALSE,Ash of War: Dryleaf Whirlwind,Ash of War,Ancient Ruins of Rauh,Head Northeast and find this between two pillars near a ledge
723,FALSE,Crucible Knight Devonia,Enemy,Ancient Ruins of Rauh,Head West and find this enemy on a rock in the water. Drops the Devonia's Hammer and Crucible Hammer-Helm
724,FALSE,Devonia's Hammer,Colossal Weapon,Ancient Ruins of Rauh,Dropped by Crucible Knight Devonia
725,FALSE,Crucible Hammer-Helm,Helmet,Ancient Ruins of Rauh,Dropped by Crucible Knight Devonia
726,FALSE,Furnace Golem,Enemy,Ancient Ruins of Rauh,"Head Southwest along the bridge. Jump off to the right when you see the platform below. Head under the archway. Found in the center of the area, kill it for the Crimson-Sapping Cracked Tear"
727,FALSE,Crimson-Sapping Cracked Tear,Crystal Tear,Ancient Ruins of Rauh,Dropped by the Furnace Golem in the Ancient Ruins of Rauh
728,FALSE,"Rauh Ancient Ruins, West",SoG/Location,Ancient Ruins of Rauh,Continue South and over the hill to find this SoG
729,FALSE,Scadutree Fragment,Key Item,Ancient Ruins of Rauh,Head Southwest and into the ruins. Continue up the stairs to the left. Turn right and go further up the stairs. Find this on the North side of the large room in front of a shrine 
730,FALSE,Talisman of All Crucibles,Talisman,Ancient Ruins of Rauh,"Head through the Southwest hallway and turn right. Use the lift to go up. Head Southwest and look to the left for some stone rafters to jump down to.Continue southeast a bit until you can jump down to more rafters on your right. Continue Southwest, turn left and left again. then right to continue Southeast along the rafters. Jump to the East to a new area. Look for some stairs to your left, and square hole to go through. Then another square hole that leads to a room with a chest"
731,FALSE,"Ancient Ruins, Grand Stairway",SoG/Location,Ancient Ruins of Rauh,Head through the square hole to the right of the chest. Take the lift on the right. Head East and find this SoG
732,FALSE,Divine Beast Dancing Lion,Boss,Ancient Ruins of Rauh,Head down the nearby stairs and continue until you have to drop down to another platform. Head Northeast and jump down to the right and head into the next building to find this boss. Drops the Divine Beast Tornado
733,FALSE,Divine Beast Tornado,Incantation,Ancient Ruins of Rauh,Dropped by the Divine Beast Dancing Lion boss in the Ancient Ruins of Rauh
734,FALSE,Verdigris Discus,Talisman,Ancient Ruins of Rauh,Head Northeast past the stone pillars and find this in front of a shrine in the under section
735,FALSE,Revered Spirit Ashes,Key Item,Ancient Ruins of Rauh,"Return to Ancient Ruins of Rauh, West SoG. Head Southwest and into the ruins. Continue up the stairs. Turn right and up more stairs. Head out the archway to the North. Find this in the large gazebo in front of the shrine"
736,FALSE,Aspects of the Crucible: Bloom,Incantation,Ancient Ruins of Rauh,"Continue North and down some more stairs. Head North and into the under area, head outside and continue along until you can go West under some more ruins. Head into a small archway that has a ledge, and jump down to the rocks below. Continue to the bottom. Head Northeast then turn East and head into the structure. Find this in the center near the large flower enemy"
737,FALSE,Pot-Wielding Shadow Enemy,Enemy,Ancient Ruins of Rauh,Head West along the rockface. Keep it to your left and you will find a lift. Take this up and kill this enemy for a Revered Spirit Ash
738,FALSE,Revered Spirit Ashes,Key Item,Ancient Ruins of Rauh,Dropped by the pot wielding shadow enemy in the Ancient Ruins of Rauh
739,FALSE,Greater Potentate's Cookbook 9,Cookbook,Ancient Ruins of Rauh,"Continue past this enemy and Southeast, heading outside again. Head up some stairs. At the top turn around immediately and head into the building with the red pest enemies. Continue through the North tunnel  and then turn right at the end and go in the next room. Head out the Northeast side through the large openings. Find this up some rocks against the wall outside"
740,FALSE,Altar of Light,Event,Ancient Ruins of Rauh,"Look to the tower to the Northeast and make sure you are lined up with the broken bridge on the other side. Ride across (this is an invisible bridge). Find this shrine in the center of the tower. If you found the Stone-Sheathed Sword in Fog Rift Catacombs, you will have an option to ""Raise the Sword"" and create the Sword of Light. NOTE: If you found the Altar of Darkness earlier in this guide, you can come back to either altar and convert the sword to Light or Dark. If you would like both swords at once, you will need to obtain another Stone-Sheathed Sword on NG+"
741,FALSE,Sword of Light,Straight Sword,Ancient Ruins of Rauh,Obtained by using the Stone-Sheathed Sword or the Sword of Darkness at the Altar of Light
742,FALSE,Divine Bird Feathers,Incantation,Ancient Ruins of Rauh,"Head back across the invisible bridge and into the large room. Head across to the Southwest tunnel, go into the next large room and turn right. Take the lift up. Head out the doorway to the Southeast of this new room. Continue South. Find this on a corpse in the middle of the water  "
743,FALSE,Stone Cairn,Event,Ancient Ruins of Rauh,Head Northeast and up some rock. Continue North along the rockface and destroy this Stone Cairn to activate a spirit spring
744,FALSE,Mottled Necklace +2,Talisman,Ancient Ruins of Rauh,"Take the new spirit spring down. Then jump back up and to the Northeast. Head up the stairs. At the top, continue along this path and find this in a chest "
745,FALSE,Pest-Thread Spears,Incantation,Ancient Ruins of Rauh,"Head back down the stairs. Jump to the pillar to the Southwest, then to the spirit spring. Use the spirit spring to jump up again to the Southwest. On this section, head South. Hug the rockface to your right and you will be back in the large room with the red pest enemies. Take the tunnel to the left of the stairs to find this"
746,FALSE,Hornsent,Invader,Ancient Ruins of Rauh,Continue along this path and it will take you back to the stairs. Head up the stairs and you will be invaded by Hornsent. He will invade regardless of whether you sided with Leda before. Drops his Falx and Hornsent Armor
747,FALSE,Falx,Curved Sword,Ancient Ruins of Rauh,Dropped by Hornsent Invader in the Ancient Ruins of Rauh
748,FALSE,Hornsent Set,Armor Set,Ancient Ruins of Rauh,Dropped by Hornsent Invader in the Ancient Ruins of Rauh
749,FALSE,"Church of the Bud, Main Entrance",SoG/Location,Ancient Ruins of Rauh,Continue up the stairs and to the left. Head outside to find this SoG
750,FALSE,"Romina, Saint of the Bud",Boss,Ancient Ruins of Rauh,"Through the entryway near the Church of the Bud, Main Entrance SoG. Drops the Remembrance of the Saint of the Bud"
751,FALSE,Remembrance of the Saint of the Bud,Remembrance,Ancient Ruins of Rauh,"Dropped by Romina, Saint of the Bud in the Ancient Ruins of Rauh. NOTE: DO NOT DUPLICATE THIS REMEMBRANCE. The boss is required for the second playthrough, so there is no reason to duplicate this on your first playthrough unless you intend to fight every remembrance boss on both playthroughs"
752,FALSE,Church of the Bud,SoG/Location,Ancient Ruins of Rauh,Found in the Romina boss arena after defeating her
753,FALSE,Sealing Tree,Event,Ancient Ruins of Rauh,Head out the South doorway. Continue along the path and you will find a sealing tree. Examine it and choose to burn it. This will transport you to Enir-Ilim 
754,FALSE,Enir-Ilim: Outer Wall,SoG/Location,Enir-Ilim,"Once you interact with the sealing tree, you will be transported to Enir-Ilim. Look for the SoG once you arrive. NOTE: We are not doing this area yet. We are just getting the SoG and will return later"
755,FALSE,Spiraltree Seal,Seal,Scadu Altus,Return to the Northern Nameless Mausoleum found earlier in the guide. Head outside and to the Southern edge of the cliff. Look for a ghost sitting in the chair that will vanish and give you this item
756,FALSE,Jagged Peak,Checkpoint,Jagged Peak,"To begin this section, return to the Dragon Pit Terminus SoG"
757,FALSE,Jagged Peak Drake,Boss,Jagged Peak,Head outside and continue East. Fight this and it will drop a Dragon Heart
758,FALSE,Dragon Heart,Key Item,Jagged Peak,Dropped by the first Jagged Peak Drake
759,FALSE,Igon's Cookbook 1,Cookbook,Jagged Peak,"Head South through the canyon. Eventually you will see a small, broken down tower. Find this inside"
760,FALSE,Grand Altar of Dragon Communion,SoG/Location,Jagged Peak,Continue South from Igon's Cookbook 1 and you will find this location
761,FALSE,Dragon Communion Priestess,NPC,Jagged Peak,Found near the Grand Altar of Dragon Communion. Exhaust her dialogue and she will eventually give you the option to receive the Ancient Dragon's Blessing. NOTE: You can choose to give Thiollier's Concoction to the Dragon Communion Priestess. You will need to come back to this location in two separate playthroughs to get both endings for this questline
762,FALSE,Giving Thiollier's Concoction to the Dragon Communion Priestess,Event,Jagged Peak,"Wait until nightfall and you will see the Dragon Communion Priestess speaking to Lord Placidsax. Speak to her and give her Thiollier's Concoction. NOTE: This does lock you out of the Priestess Heart and the FlowerStone Gavel. Once she falls asleep, Use the ""Wait"" option at the SoG for one full day. Speak to her again and exhaust dialogue"
763,FALSE,Ghostflame Breath,Incantation,Jagged Peak,Can trade three Dragon Hearts at the Grand Altar of Dragon Communion for this incantation
764,FALSE,Greater Potentate's Cookbook 6,Cookbook,Jagged Peak,"Head back toward the Jagged Peak Drake from before, North. Head to the Northeast and curve around East. Continue along the left side of the large canyon. At the spirit spring, turn to the North and follow the rock face down. Find this near the cliff edge"
765,FALSE,Foot of the Jagged Peak,SoG/Location,Jagged Peak,"Return to the spirit spring. Use the spirit spring to ascend to the East, then head Southeast to a bridge. Cross it and find this SoG on the other side"
766,FALSE,Jagged Peak Drakes,Boss,Jagged Peak,"From here, head South. Jump up to the left and you'll notice to Jagged Peak Drakes. If you get close enough to them so that their health bar shows, you will notice they are damaging each other. You can safely wait until one or both dies. They each drop a Dragon Heart"
767,FALSE,Dragon Heart,Key Item,Jagged Peak,Two are dropped by the Jagged Peak Drakes just past the Foot of the Jagged Peak SoG
768,FALSE,Igon,NPC,Jagged Peak,Found East of the two Jagged Peak Drakes. Exhaust dialogue and he will drop the Igon's Furled Finger
769,FALSE,Igon's Furled Finger,Key Item,Jagged Peak,Given by Igon in Jagged Peak after defeating the Jagged Peak Drakes in the area
770,FALSE,Scadutree Fragment,Key Item,Jagged Peak,Continue past Igon and up the next two spirit springs. Head through the canyon to the South. Hug the right side to avoid the boulders and continue making your way up. Find this against the wall below where the boulders are falling down 
771,FALSE,Ancient Dragon Senessax,Boss,Jagged Peak,Head Northeast/East and find this boss in the water. Drops an Ancient Dragon Smithing Stone and Somber Ancient Dragon Smithing Stone
772,FALSE,Ancient Dragon Smithing Stone,Upgrade Mat,Jagged Peak,Dropped by Ancient Dragon Senessax in the Jagged Peak
773,FALSE,Somber Ancient Dragon Smithing Stone,Upgrade Mat,Jagged Peak,Dropped by Ancient Dragon Senessax in the Jagged Peak
774,FALSE,Jagged Peak Mountainside,SoG/Location,Jagged Peak,Continue North and up the steep hill. Find this SoG at the top
775,FALSE,Igon's Cookbook 2,Cookbook,Jagged Peak,Head Northeast along the cliff edge to find this
776,FALSE,Somber Ancient Dragon Smithing Stone,Upgrade Mat,Jagged Peak,"Return toward the SoG, then head Southwest up the hill. Take the spirit spring up and continue Southwest. Curve around South and go up another spirit spring. Turn to the Northwest and follow this path. Will be at the end guarded by slime"
777,FALSE,Ancient Dragon Smithing Stone,Upgrade Mat,Jagged Peak,"Return to the last spirit spring and jump down, then use it to jump back up to the higher area. Head East and find this guarded by slime enemies"
778,FALSE,Jagged Peak Summit,SoG/Location,Jagged Peak,You will find another spirit spring that leads to this SoG
779,FALSE,Igon,Summon,Jagged Peak,"Find Igon's summon sign and summon him for the fight against Bayle. You need to activate the fight, then head back toward the entrance to find his summon sign"
780,FALSE,Bayle the Dread,Boss,Jagged Peak,Found just past the Jagged Peak Summit SoG. Drops the Heart of Bayle upon defeat
781,FALSE,Heart of Bayle,Key Item,Jagged Peak,Dropped by Bayle the Dread in the Jagged Peak
782,FALSE,Rest of the Dread Dragon,SoG/Location,Jagged Peak,Appears in Bayle's boss arena once defeated
783,FALSE,Igon's Set,Armor Set,Jagged Peak,"Return to where you had found Igon near the two Jagged Peak Drakes, Southeast of the Foot of the Jagged Peak SoG. You will find this on the ground"
784,FALSE,Igon's Greatbow,Greatbow,Jagged Peak,"Return to where you had found Igon near the two Jagged Peak Drakes, Southeast of the Foot of the Jagged Peak SoG. You will find this on the ground"
785,FALSE,Igon's Bell Bearing,Bell Bearing,Jagged Peak,"Return to where you had found Igon near the two Jagged Peak Drakes, Southeast of the Foot of the Jagged Peak SoG. You will find this on the ground"
786,FALSE,Dragon Communion Priestess,NPC,Jagged Peak,Return to the Grand Altar of Dragon Communion and speak to the Dragon Communion Priestess if you gave her the Thiollier's Concoction earlier in the guide. Speak to her  and allow her to follow you. This will give you the Dragonbolt of Florissax incantation and the Ancient Dragon Florissax Spirit Ashes. NOTE: You not obtainable if you did NOT give her Thiollier's Concoction
787,FALSE,Ancient Dragon Florissax,Spirit Ashes,Jagged Peak,Received from Dragon Communion Priestess if you gave her Thiollier's Concoction earlier in the guide and after you allow her to follow you
788,FALSE,Dragonbolt of Florissax,Incantation,Jagged Peak,Received from Dragon Communion Priestess if you gave her Thiollier's Concoction earlier in the guide and after you allow her to follow you
789,FALSE,Priestess Heart,Utility Item,Jagged Peak,Return to the Grand Altar of Dragon Communion and find this where the Dragon Communion Priestess was. NOTE: Not obtainable if you gave her Thiollier's Concoction
790,FALSE,Flowerstone Gavel,Hammer,Jagged Peak,Return to the Grand Altar of Dragon Communion and find this where the Dragon Communion Priestess was. NOTE: Not obtainable if you gave her Thiollier's Concoction
791,FALSE,Bayle's Flame Lightning,Incantation,Jagged Peak,"Trade in Heart of Bayle at the Grand Altar of Dragon Communion to receive this. NOTE: You will only receive one Heart of Bayle, so you will need to defeat him again on another playthrough in order to get the other item"
792,FALSE,Bayle's Tyranny,Incantation,Jagged Peak,"Trade in Heart of Bayle at the Grand Altar of Dragon Communion to receive this. NOTE: You will only receive one Heart of Bayle, so you will need to defeat him again on another playthrough in order to get the other item"
793,FALSE,Charo's Hidden Grave,Checkpoint,Charo's Hidden Grave,"To begin this section, return to the Grand Altar of Dragon Communion. Continue Southwest past the dragon corpse. Look for a path heading West"
794,FALSE,Grave Keeper's Cookbook 2,Cookbook,Charo's Hidden Grave,Continue West and down into the water. Find this near the turtles
795,FALSE,Tibia Mariner,Enemy,Charo's Hidden Grave,Continue West to fight this enemy. Drops Tibia's Cookbook
796,FALSE,Tibia's Cookbook,Cookbook,Charo's Hidden Grave,Dropped by the Tibia Mariner in Charo's Hidden Grave
797,FALSE,Call of Tibia,Utility Item,Charo's Hidden Grave,Head North up the hill from the Tibia Mariner fight
798,FALSE,Rings of Spectral Light,Sorcery,Charo's Hidden Grave,Head Southwest from the Call of Tibia location. Find this in front of the bird statue
799,FALSE,Charo's Hidden Grave (SoG),SoG/Location,Charo's Hidden Grave,Head back down the hill from before. Continue Northwest/West to find this SoG
800,FALSE,Great Grave Glovewort,Upgrade Mat,Charo's Hidden Grave,"Now that we have the SoGhere, head back South toward where you fought the Tibia Mariner, then head West. Look over the ledges for a large stone coffin you can jump to (this is above the Cerulean Coast area). Jump to it to find this"
801,FALSE,Death Rite Bird,Boss,Charo's Hidden Grave,Continue Northwest under the stone arch and this boss will appear above the water. Drops the Ash of War: Ghostflame Call 
802,FALSE,Ash of War: Ghostflame Call,Ash of War,Charo's Hidden Grave,Dropped by the Death Rite Bird in the Charo's Hidden Grave
803,FALSE,Spirit Glaive,Halberd,Charo's Hidden Grave,"Continue North from where you fought the Death Rite Bird. You will see a high point on the right to jump up to, then continue North. You will find this near some gravestones "
804,FALSE,Greater Potentate's Cookbook 14,Cookbook,Charo's Hidden Grave,Head back South and jump back down to the water. Continue Southwest and find this near the giant flower enemy on a wooden platform
805,FALSE,Hippopotamus,Enemy,Charo's Hidden Grave,"Head up to the West of the large flower enemy, and find this hippopotamus roaming the water. Kill it for a Scadutree Fragment"
806,FALSE,Scadutree Fragment,Key Item,Charo's Hidden Grave,Dropped by the hippopotamus enemy in the Charo's Hidden Grave
807,FALSE,Lamenter's Gaol,SoG/Location,Charo's Hidden Grave,"Head Northwest and drop down to the right. Continue North, dropping down some ledges. Continue past the cages in the ground and you will find this location"
808,FALSE,Gaol Upper Level Key,Key Item,Lamenter's Gaol,Continue through the cave. Look for another tunnel on the left just before the iron gate. Follow this path and enter the second room on the right to find this in a chest 
809,FALSE,Ghost,Ghost,Lamenter's Gaol,Exit the room and continue across the narrow stone bridge and into the next room. Continue through the open cell on the left. Exhaust dialogue
810,FALSE,Prattling Pate "Lamentation",Key Item,Lamenter's Gaol,Just past the ghost in the Lamenter's Gaol
811,FALSE,Chilling Perfume Bottle,Perfume Bottle,Lamenter's Gaol,Leave the room and head back across the narrow stone bridge to the right. Head back to the iron gate and use the key you found before. Continue through and down the ladder. Go through the door and into the room. Go through the first room on the right. Find this on a corpse
812,FALSE,Clarifying Horn Charm +2,Talisman,Lamenter's Gaol,Return to the big room and head to the West portion of the room. Continue through the doorway and drop into the hole. Follow the tunnel. Continue North past the giant rat. Then continue past another giant rat and find this on the ground near the metal grate
813,FALSE,Falling Through the Hole,Event,Lamenter's Gaol,"Head through the tunnel to the South, then take the left path. Continue up the ladder and through the cell door. Once in the large room from before, head toward the Northern cell door, but jump up the rocks to the right of it. Continue through the cell door up above, then the next, and you will fall through a hole"
814,FALSE,Gaol Lower Level Key,Key Item,Lamenter's Gaol,"After falling through the hole, head out North. Continue up some stairs and go through the second door on the right. Follow this down and drop into the pit filled with jars. Find this in a chest near a large warrior jar enemy"
815,FALSE,Hefty Cracked Pot,Consumable,Lamenter's Gaol,Climb on top of the center pile with smaller warrior jar enemies on top to find this
816,FALSE,Rock Illusory Wall,Secret,Lamenter's Gaol,"Drop down and then climb up the pile to the East to leave this room. Continue up and out the cell door. Head back toward the first door that was on your right, and roll into a little nook in the rock to reveal this illusory wall "
817,FALSE,Lamenting Visage,Utility Item,Lamenter's Gaol,Use the key from before to open the gate. Find this in the first room
818,FALSE,Lamenter,Boss,Lamenter's Gaol,Leave the room through the West cell door. Drop down and head through the North cell door and continue back up the staircase and through the cell door at the top. Follow this and drop down two ledges to another room. Use the key from before to open the West cell door. Continue through the next door and take the ladder down to find this boss. Drops Lamenter's Mask
819,FALSE,Lamenter's Mask,Utility Item,Lamenter's Gaol,Dropped by Lamenter boss in the Lamenter's Gaol
820,FALSE,Furnace Golem,Enemy,Charo's Hidden Grave,Return to the entrance of the Lamenter's Gaol and head outside. Continue Southeast and up the right of the waterfall. Follow the area Southwest and uphill to find this Furnace Golem. Drops the Glovewort Crystal Tear. NOTE: You will need to climb to the cliffs above this Furnace Golem and use a Hefty Fire Pot or Hefty Furnace Pot to kill it
821,FALSE,Glovewort Crystal Tear,Crystal Tear,Charo's Hidden Grave,Dropped by the Furnace Golem in the Charo's Hidden Grave
822,FALSE,Gravebird Ashes,Spirit Ashes,Charo's Hidden Grave,Use the spirit spring to jump up to the higher section and find this at the top of the hill on a corpse
823,FALSE,Enir-Ilim,Checkpoint,Enir-Ilim,"To begin this section, return to the Enir-Ilim: Outer Wall SoG we had found earlier in the guide"
824,FALSE,First Rise,SoG/Location,Enir-Ilim,"Continue up the stairs. Head up the stairs to the right, then the stairs on the left and into the room. Jump up the small square ledges to get to this SoG "
825,FALSE,Shortcut to Belurat,Shortcut,Enir-Ilim,Head Southeast and down some stairs. Take the lift down. This opens a shortcut to Belurat
826,FALSE,Revered Spirit Ashes,Key Item,Enir-Ilim,"Head back up the lift and back into the First Rise room. Head out the archway in the Southwest part of the room, and up the stairs. Go through the room on the right to the other side and kill the large enemy to obtain this"
827,FALSE,Revered Spirit Ashes,Key Item,Enir-Ilim,"Head down the stairs to the Southeast, just past the fountain. At the bottom of the stairs, continue to the Northwest. find this near some man fly enemies in front of an altar "
828,FALSE,Spira,Incantation,Enir-Ilim,"Leave this room, and continue back up the stairs. Head up the stairs to your left. Then head up another small set of stairs and drop to the golden tree to the Northeast. Continue up the branches until you can jump off to the Northwest. Found in front of the altar near the lone enemy"
829,FALSE,Spiral Rise,SoG/Location,Enir-Ilim,"Drop down to the tree branch below this platform and head back Southwest. Continue up the stairs to your right, heading Northwest. Continue up the stairs to your right. Go through the door at the top of the stairs to find this SoG "
830,FALSE,Scadutree Fragment,Key Item,Enir-Ilim,Found near the Spiral Rise SoG
831,FALSE,Miquella's Cross,Cross,Enir-Ilim,Found near the Spiral Rise SoG
832,FALSE,Inquisitor Ashes,Spirit Ashes,Enir-Ilim,Head back out the door and down the stairs. Take the stairs to the left and turn right in the room to find this
833,FALSE,Scadutree Fragment,Key Item,Enir-Ilim,"Head back through the hall, and drop down out the entryway to the right onto the stairs below. Head up these stairs and carefully drop to the ledge through the opening to the South. Drop to the East to another small ledge. Drop down again and then carefully follow this around the side of the building, to the South. Jump to the ledge of another building to the Southeast. Follow this around to the left and drop down the small hole. Continue down the stairs and jump to the window to the Southwest and drop into the room. Head out and to the left to find this"
834,FALSE,Euporia,Twinblade,Enir-Ilim,"Continue to the Southeast stairs and take the lift down. Head outside and down the stairs, and into the next room. Head out to the Southwest and down more stairs. Continue into the next room, down more stairs, and take the lift down. Head outside and through the door on the other side to find this"
835,FALSE,Revered Spirit Ashes,Key Item,Enir-Ilim,Return to the Spiral Rise SoG. head up the stairs. Jump out the window on the left and head Southwest and then Northwest along the rooftops. Jump to the next section of building and head into the room on the left to find this
836,FALSE,Horned Warrior Ashes,Spirit Ashes,Enir-Ilim,"Head out and up the stairs part way, then drop down to the right of the stairs to another staircase. Follow this up and into the room to find this"
837,FALSE,Scadutree Fragment,Key Item,Enir-Ilim,"Head through the doorway on the right and head up the ladder. Head out of the tower and head up another ladder. Jump to the rooftops to the North, and head into the building in the Northwest to find this"
838,FALSE,Gravebird Helm,Helmet,Enir-Ilim,"Head East along the rooftops and make your way up, eventually going into a window to enter a building. Continue up these stairs. Take the lift down. Part way down, jump to a platform to the Southwest to get this item"
839,FALSE,Somber Ancient Dragon Smithing Stone,Upgrade Mat,Enir-Ilim,"Drop down to the room below. Head out the doorway to the Northeast, down the stairs and into the next room, and through the doorway to the right to get this"
840,FALSE,Horned Warrior,Enemy,Enir-Ilim,"Head back to the room, and up the stairs to the left. Take the lift back up. Continue through the exit to the Southwest and up more stairs. Drops the Horned Warrior's Greatsword"
841,FALSE,Horned Warrior's Greatsword,Curved Greatsword,Enir-Ilim,Dropped by the Horned Warrior near the top of Enir-Ilim
842,FALSE,Cleansing Chamber Ante Room,SoG/Location,Enir-Ilim,Head up the stairs to the South and head into the next building to find this SoG
843,FALSE,Scadutree Fragment,Key Item,Enir-Ilim,Found near the Cleansing Chamber Ante Room SoG in Enir-Ilim
844,FALSE,Needle Knight Leda,NPC,Enir-Ilim,"Head through the East doorway and up the stairs. Listen to Leda's speech and then she will disappear. To start this boss fight, you will need to interact with the red summon sign. You can summon Sir Ansbach here if you have given him the Secret Rite Scroll. You can summon Thiollier if you have followed his questline"
845,FALSE,Needle Knight Leda,Boss,Enir-Ilim,Fight Leda by interacting with her red summon sign AFTER you summon whichever NPCs you would like to help. Drops Leda's Sword
846,FALSE,Leda's Sword,Light Greatsword,Enir-Ilim,Dropped by Needle Knight Leda in Enir-Ilim
847,FALSE,Moore's Bell Bearing,Bell Bearing,Enir-Ilim,Found in Needle Knight Leda's arena after you return home
848,FALSE,Verdigris Greatshield,Greatshield,Enir-Ilim,Found in Needle Knight Leda's arena after you return home
849,FALSE,Verdigris Set,Armor Set,Enir-Ilim,Found in Needle Knight Leda's arena after you return home
850,FALSE,Freyja's Greatsword,Curved Greatsword,Enir-Ilim,Found in Needle Knight Leda's arena after you return home
851,FALSE,Freyja's Set,Armor Set,Enir-Ilim,Found in Needle Knight Leda's arena after you return home
852,FALSE,Dane's Footwork,Hand-to-Hand,Enir-Ilim,Found in Needle Knight Leda's arena after you return home
